company_name,domain,linkedin_url,hq_city,hq_country,employee_count,estimated_revenue,industry,signal(s),qualified (yes/no),notes
Burson-Marsteller,burson-marsteller.com,https://www.linkedin.com/company/burson-marsteller,New York,United States,770,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Public Relations and Communications Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Contentwriters,contentwriters.com,https://www.linkedin.com/company/content-writers,New York,United States,216,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
RAPP,rapp.com,https://www.linkedin.com/company/rapp,New York,United States,2293,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
WebFX,buff.ly,https://www.linkedin.com/company/webfxinc,Harrisburg,United States,1253,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Smart Design,smartdesignworldwide.com,https://www.linkedin.com/company/smart-design,New York,United States,1109,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
JKR,jkrglobal.com,https://www.linkedin.com/company/jkr,London,United Kingdom,684,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
TripleLift,triplelift.com,https://www.linkedin.com/company/triplelift,New York,United States,366,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
BAGGU,baggu.com,https://www.linkedin.com/company/baggu,San Francisco,United States,223,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Fiera Milano SpA,fieramilano.it,https://www.linkedin.com/company/fiera-milano-spa,Rho,Italy,747,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
160over90,160over90.com,https://www.linkedin.com/company/160over90,New York,United States,888,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Spectrum Science,spectrumscience.com,https://www.linkedin.com/company/spectrumscience,Washington,United States,432,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Geometry Global,geometry.com,https://www.linkedin.com/company/geometry-global,New York,United States,563,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
NoGood,nogood.io,https://www.linkedin.com/company/nogood,New York,United States,105,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
LoopMe,loopme.ai,https://www.linkedin.com/company/loopme,London,United Kingdom,436,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Omnicom Media UK,omnicommediagroup.com,https://www.linkedin.com/company/omnicommedia-uk,London,United Kingdom,1931,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Deutsch,deutschla.com,https://www.linkedin.com/company/deutsch,Los Angeles,United States,339,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Quad,quad.com,https://www.linkedin.com/company/quadgraphics,Sussex,United States,10287,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Large global holding-company network -- included per widened-net instruction; note it will dominate any blanket people-search pull (see Progress Log).
"MediaRadar, Inc.",mediaradar.com,https://www.linkedin.com/company/mediaradar-inc-,New York,United States,660,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Hibu,hibu.com,https://www.linkedin.com/company/hibu,Cedar Rapids,United States,4592,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
FINN Partners,finnpartners.com,https://www.linkedin.com/company/finn-partners,New York,United States,1131,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Marks,makemarks.com,https://www.linkedin.com/company/marksglobal,Chicago,United States,1220,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
George P Johnson Experience Marketing,gpj.com,https://www.linkedin.com/company/george-p-johnson,Auburn Hills,United States,1751,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Best Version Media,bestversionmedia.com,https://www.linkedin.com/company/best-version-media,Brookfield,United States,2623,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Adtheorent,adtheorent.com,https://www.linkedin.com/company/adtheorent,New York,United States,64,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Dragon Rouge,dragonrouge.com,https://www.linkedin.com/company/dragon-rouge,Paris,France,366,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
My Amazon Guy,myamazonguy.com,https://www.linkedin.com/company/my-amazon-guy,Atlanta,United States,1475,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Sensor Tower,sensortower.com,https://www.linkedin.com/company/sensor-tower,San Francisco,United States,461,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Market Research,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
1000heads,1000heads.com,https://www.linkedin.com/company/1000heads,London,United Kingdom,399,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Ayzenberg,ayzenberg.com,https://www.linkedin.com/company/ayzenberg,Los Angeles,United States,170,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Csm Sport & Entertainment,csm.com,https://www.linkedin.com/company/csm-sport-entertainment,London,United Kingdom,156,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
GES - Global Experience Specialists,ges.com,https://www.linkedin.com/company/gesglobal,Las Vegas,United States,3247,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Spring Studios,springstudios.com,https://www.linkedin.com/company/spring-studios,London,United Kingdom,255,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
The Channel Company,thechannelco.com,https://www.linkedin.com/company/the-channel-company,Needham,United States,548,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Day One Agency,d1a.com,https://www.linkedin.com/company/day-one-agency,New York,United States,276,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Reprise Digital,reprisedigital.com,https://www.linkedin.com/company/reprise-digital,New York,United States,506,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Zimmerman Advertising,zadv.com,https://www.linkedin.com/company/zimmerman-advertising,Fort Lauderdale,United States,538,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Goodby Silverstein & Partners,goodbysilverstein.com,https://www.linkedin.com/company/goodby-silverstein-&-partners,San Francisco,United States,323,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Carat Usa,carat.com,https://www.linkedin.com/company/carat-usa,New York,United States,340,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Moloco,moloco.com,https://www.linkedin.com/company/moloco,Menlo Park,United States,972,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
AffinityX,affinityx.com,https://www.linkedin.com/company/affinityxinc,Elgin,United States,2194,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Publicis Health,publicishealth.com,https://www.linkedin.com/company/publicishealth,New York,United States,2691,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Google Adsense,google.com,https://www.linkedin.com/company/google-adsense,Mountain View,United States,3775,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,no,"MISTAG: this is a Google ad product, not an independent company -- excluded."
Rosa Paris,rosaparis.com,https://www.linkedin.com/company/rosaparis-agency,,France,140,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Imagination,imagination.com,https://www.linkedin.com/company/imaginationglbl,London,United Kingdom,892,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Kynetec,kynetec.com,https://www.linkedin.com/company/kynetec,Weston,United Kingdom,912,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Market Research,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
COLLINS,wearecollins.com,https://www.linkedin.com/company/collins-,New York,United States,297,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Lilo Social,lilosocial.com,https://www.linkedin.com/company/lilosocial,New York,United States,109,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Hunter,hunterpr.com,https://www.linkedin.com/company/hunterny,New York,United States,1064,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Public Relations and Communications Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
BLKBOX.ai,blkbox.ai,https://www.linkedin.com/company/blkbox-ai,Austin,United States,80,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Samsung Ads,samsungads.com,https://www.linkedin.com/company/samsung-ads,New York,United States,1120,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Prnews,prnewsonline.com,https://www.linkedin.com/company/pr-news,Rockville,United States,188,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Public Relations and Communications Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Analytic Partners,analyticpartners.com,https://www.linkedin.com/company/analytic-partners,Miami,United States,629,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
The Npd Group,npd.com,https://www.linkedin.com/company/the-npd-group,Port Washington,United States,629,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Market Research,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
"Fluent, Inc",fluentco.com,https://www.linkedin.com/company/fluentinc,New York,United States,245,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
PulsePoint,pulsepoint.com,https://www.linkedin.com/company/pulsepoint,New York,United States,321,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Imex,imexexhibitions.com,https://www.linkedin.com/company/imex,Hove,United Kingdom,621,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Ragan Communications and PR Daily,ragan.com,https://www.linkedin.com/company/ragan-communications,Chicago,United States,134,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Public Relations and Communications Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
APO Group,apo-opa.com,https://www.linkedin.com/company/african-press-organization,Lausanne,Switzerland,172,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Public Relations and Communications Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Hawke Media,hawkemedia.com,https://www.linkedin.com/company/hawkemedia,Santa Monica,United States,237,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Clarion Events Inc. - North America,clarionevents.com,https://www.linkedin.com/company/clarioneventsna,Shelton,United States,244,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Quantified Commerce,quantifiedcommerce.com,https://www.linkedin.com/company/quantifiedcommerce,,United States,44,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
FIRST,firstagency.com,https://www.linkedin.com/company/firstglobalagency,New York,United States,1158,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
In Marketing,inconnectedmarketing.com,https://www.linkedin.com/company/in-marketing-services,Stamford,United States,369,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Warc,warc.com,https://www.linkedin.com/company/warc,London,United Kingdom,140,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Aquent Studios,aquentstudios.com,https://www.linkedin.com/company/aquent-studios,Boston,United States,379,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Clarion Events,clarionevents.com,https://www.linkedin.com/company/clarion-events_2,London,United Kingdom,791,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Marketingprofs,marketingprofs.com,https://www.linkedin.com/company/marketing-profs,Mount Pleasant,United States,84,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Cphi,cphi.com,https://www.linkedin.com/company/cphi,Amsterdam,Netherlands,33,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Brainlabs,brainlabsdigital.com,https://www.linkedin.com/company/brainlabs-digital,New York,United States,1059,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Shoptalk,shoptalk.com,https://www.linkedin.com/company/shoptalk,New York,United States,263,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Pr Newswire,prnewswire.com,https://www.linkedin.com/company/pr-newswire,Chicago,United States,1113,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Public Relations and Communications Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Kelly Wearstler,kellywearstler.com,https://www.linkedin.com/company/kelly-wearstler,Los Angeles,United States,83,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Syska Hennessy Group,syska.com,https://www.linkedin.com/company/syska-hennessy-group,,United States,847,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Ringcentral Events,hopin.com,https://www.linkedin.com/company/ringcentralevents,Belmont,United States,230,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
WongDoody,wongdoody.com,https://www.linkedin.com/company/wongdoody,New York,United States,928,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Service Design Network,service-design-network.org,https://www.linkedin.com/company/service-design-network,Cologne,Germany,104,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Clear Channel Outdoor,clearchanneloutdoor.com,https://www.linkedin.com/company/clear-channel-outdoor,New York,United States,2499,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Possible,possible.com,https://www.linkedin.com/company/possible-com,Seattle,United States,216,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Amv Bbdo,amvbbdo.com,https://www.linkedin.com/company/amv-bbdo,London,United Kingdom,581,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Tinuiti,tinuiti.com,https://www.linkedin.com/company/tinuiti,New York,United States,1248,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Canvas Worldwide,canvasworldwide.com,https://www.linkedin.com/company/canvas-worldwide,Los Angeles,United States,632,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Townsquare Media,townsquaremedia.com,https://www.linkedin.com/company/townsquare-media,Purchase,United States,1891,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Saatchi & Saatchi Health,saatchiwellness.com,https://www.linkedin.com/company/saatchihealth,New York,United States,303,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
DUDE,dude.it,https://www.linkedin.com/company/dude-it,Milano,Italy,443,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
eLocal,elocal.com,https://www.linkedin.com/company/elocal,Conshohocken,United States,224,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Siegel Gale,siegelgale.com,https://www.linkedin.com/company/siegel-gale,New York,United States,176,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Ruder Finn,ruderfinn.com,https://www.linkedin.com/company/ruder-finn,New York,United States,976,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Public Relations and Communications Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
M Booth,mbooth.com,https://www.linkedin.com/company/m-booth,New York,United States,409,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Public Relations and Communications Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Portland,portland-communications.com,https://www.linkedin.com/company/portland-communications,London,United Kingdom,397,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Public Relations and Communications Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
SocialChain,socialchain.com,https://www.linkedin.com/company/socialchain-agency,,United Kingdom,153,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
Innovid,innovid.com,https://www.linkedin.com/company/innovid,New York,United States,798,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,
